Linux 3.10.0-1160.45.1.el7.x86_64 (e5-cse-ladon.cse.psu.edu) 	01/02/2022 	_x86_64_	(48 CPU)

05:14:30 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
05:14:31 PM     all      3.71      0.00      2.62      0.02      0.00     93.65
05:14:31 PM       0      0.00      0.00      0.00      0.00      0.00    100.00
05:14:31 PM       1      0.00      0.00      0.00      0.00      0.00    100.00
05:14:31 PM       2     96.00      0.00      4.00      0.00      0.00      0.00
05:14:31 PM       3      1.00      0.00      0.00      0.00      0.00     99.00
05:14:31 PM       4      0.00      0.00      0.00      0.00      0.00    100.00
05:14:31 PM       5      0.00      0.00      0.99      0.00      0.00     99.01
05:14:31 PM       6      0.00      0.00      0.00      0.00      0.00    100.00
05:14:31 PM       7      0.00      0.00      0.00      0.00      0.00    100.00
05:14:31 PM       8      0.00      0.00      0.00      0.00      0.00    100.00
05:14:31 PM       9      0.00      0.00      0.00      0.00      0.00    100.00
05:14:31 PM      10      0.00      0.00      0.00      0.00      0.00    100.00
05:14:31 PM      11      0.00      0.00      2.00      0.00      0.00     98.00
05:14:31 PM      12      0.00      0.00      0.00      0.00      0.00    100.00
05:14:31 PM      13      0.00      0.00      0.00      0.00      0.00    100.00
05:14:31 PM      14      0.00      0.00      0.00      0.00      0.00    100.00
05:14:31 PM      15      0.00      0.00      0.00      0.00      0.00    100.00
05:14:31 PM      16      0.00      0.00      0.00      0.00      0.00    100.00
05:14:31 PM      17      0.00      0.00      0.00      0.00      0.00    100.00
05:14:31 PM      18      0.00      0.00      0.00      0.00      0.00    100.00
05:14:31 PM      19      0.00      0.00      0.00      0.00      0.00    100.00
05:14:31 PM      20      0.00      0.00      0.00      0.00      0.00    100.00
05:14:31 PM      21      0.00      0.00      0.00      0.00      0.00    100.00
05:14:31 PM      22      0.00      0.00      0.00      0.00      0.00    100.00
05:14:31 PM      23      0.00      0.00      0.00      0.00      0.00    100.00
05:14:31 PM      24      0.00      0.00      0.00      0.00      0.00    100.00
