Linux 3.10.0-1160.45.1.el7.x86_64 (e5-cse-ladon.cse.psu.edu) 	01/02/2022 	_x86_64_	(48 CPU)

04:58:36 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
04:58:37 PM     all      3.73      0.00      2.60      0.02      0.00     93.65
04:58:37 PM       0      0.00      0.00      0.00      0.00      0.00    100.00
04:58:37 PM       1      0.00      0.00      0.00      0.00      0.00    100.00
04:58:37 PM       2      0.00      0.00      0.00      0.00      0.00    100.00
04:58:37 PM       3     97.00      0.00      3.00      0.00      0.00      0.00
04:58:37 PM       4      0.00      0.00      0.00      0.00      0.00    100.00
04:58:37 PM       5      0.00      0.00      0.00      0.00      0.00    100.00
04:58:37 PM       6      0.00      0.00      0.00      0.00      0.00    100.00
04:58:37 PM       7      1.01      0.00      0.00      0.00      0.00     98.99
04:58:37 PM       8      0.00      0.00      0.00      1.00      0.00     99.00
04:58:37 PM       9      0.00      0.00      0.00      0.00      0.00    100.00
04:58:37 PM      10      0.00      0.00      0.00      0.00      0.00    100.00
04:58:37 PM      11      0.00      0.00      0.00      0.00      0.00    100.00
04:58:37 PM      12      0.00      0.00      0.00      0.00      0.00    100.00
04:58:37 PM      13      0.00      0.00      0.00      0.00      0.00    100.00
04:58:37 PM      14      0.00      0.00      0.00      0.00      0.00    100.00
04:58:37 PM      15      0.00      0.00      0.00      0.00      0.00    100.00
04:58:37 PM      16      0.00      0.00      0.00      0.00      0.00    100.00
04:58:37 PM      17      0.00      0.00      0.00      0.00      0.00    100.00
04:58:37 PM      18      0.00      0.00      0.00      0.00      0.00    100.00
04:58:37 PM      19      0.00      0.00      0.00      0.00      0.00    100.00
04:58:37 PM      20      0.00      0.00      0.99      0.00      0.00     99.01
04:58:37 PM      21      0.00      0.00      0.00      0.00      0.00    100.00
04:58:37 PM      22      0.00      0.00      0.00      0.00      0.00    100.00
04:58:37 PM      23      0.99      0.00      1.98      0.00      0.00     97.03
04:58:37 PM      24      0.00      0.00      0.00      0.00      0.00    100.00
04:58:37 PM      25     39.39      0.00     60.61      0.00      0.00      0.00
04:58:37 PM      26      0.00      0.00      0.00      0.00      0.00    100.00
04:58:37 PM      27      0.00      0.00      0.00      0.00      0.00    100.00
04:58:37 PM      28      0.00      0.00      0.00      0.00      0.00    100.00
04:58:37 PM      29      0.00      0.00      0.00      0.00      0.00    100.00
04:58:37 PM      30      0.00      0.00      0.00      0.00      0.00    100.00
04:58:37 PM      31      0.00      0.00      0.00      0.00      0.00    100.00
04:58:37 PM      32      0.00      0.00      0.00      0.00      0.00    100.00
04:58:37 PM      33      0.00      0.00      0.00      0.00      0.00    100.00
04:58:37 PM      34      0.00      0.00      0.00      0.00      0.00    100.00
04:58:37 PM      35      0.00      0.00      0.00      0.00      0.00    100.00
04:58:37 PM      36      0.00      0.00      0.00      0.00      0.00    100.00
04:58:37 PM      37      0.00      0.00      0.00      0.00      0.00    100.00
04:58:37 PM      38      0.00      0.00      0.00      0.00      0.00    100.00
04:58:37 PM      39      0.00      0.00      0.00      0.00      0.00    100.00
04:58:37 PM      40     40.59      0.00     59.41      0.00      0.00      0.00
04:58:37 PM      41      0.00      0.00      0.00      0.00      0.00    100.00
04:58:37 PM      42      0.00      0.00      0.00      0.00      0.00    100.00
04:58:37 PM      43      0.00      0.00      0.00      0.00      0.00    100.00
04:58:37 PM      44      0.00      0.00      0.00      0.00      0.00    100.00
04:58:37 PM      45      0.00      0.00      0.00      0.00      0.00    100.00
04:58:37 PM      46      0.00      0.00      0.00      0.00      0.00    100.00
04:58:37 PM      47      0.00      0.00      0.00      0.00      0.00    100.00

04:58:37 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
04:58:38 PM     all      3.75      0.00      2.54      0.00      0.00     93.71
04:58:38 PM       0      0.00      0.00      0.00      0.00      0.00    100.00
04:58:38 PM       1      0.00      0.00      0.00      0.00      0.00    100.00
04:58:38 PM       2      0.00      0.00      0.00      0.00      0.00    100.00
04:58:38 PM       3     97.00      0.00      3.00      0.00      0.00      0.00
04:58:38 PM       4      0.00      0.00      0.00      0.00      0.00    100.00
04:58:38 PM       5      0.00      0.00      0.00      0.00      0.00    100.00
04:58:38 PM       6      0.00      0.00      0.00      0.00      0.00    100.00
04:58:38 PM       7      1.98      0.00      0.00      0.00      0.00     98.02
04:58:38 PM       8      0.00      0.00      0.00      0.00      0.00    100.00
04:58:38 PM       9      0.00      0.00      0.00      0.00      0.00    100.00
04:58:38 PM      10      0.00      0.00      0.00      0.00      0.00    100.00
04:58:38 PM      11      0.00      0.00      0.00      0.00      0.00    100.00
04:58:38 PM      12      0.00      0.00      0.00      0.00      0.00    100.00
04:58:38 PM      13      0.00      0.00      0.00      0.00      0.00    100.00
04:58:38 PM      14      0.00      0.00      0.99      0.00      0.00     99.01
04:58:38 PM      15      0.00      0.00      0.00      0.00      0.00    100.00
04:58:38 PM      16      0.00      0.00      0.00      0.00      0.00    100.00
04:58:38 PM      17      0.00      0.00      0.00      0.00      0.00    100.00
04:58:38 PM      18      0.00      0.00      0.00      0.00      0.00    100.00
04:58:38 PM      19      0.00      0.00      0.00      0.00      0.00    100.00
04:58:38 PM      20      0.00      0.00      0.00      0.00      0.00    100.00
04:58:38 PM      21      0.00      0.00      0.00      0.00      0.00    100.00
04:58:38 PM      22      0.00      0.00      0.00      0.00      0.00    100.00
04:58:38 PM      23      0.00      0.00      0.00      0.00      0.00    100.00
04:58:38 PM      24      0.00      0.00      0.00      0.00      0.00    100.00
04:58:38 PM      25     41.58      0.00     58.42      0.00      0.00      0.00
04:58:38 PM      26      0.00      0.00      0.00      0.00      0.00    100.00
04:58:38 PM      27      0.00      0.00      0.00      0.00      0.00    100.00
04:58:38 PM      28      0.00      0.00      0.00      0.00      0.00    100.00
04:58:38 PM      29      0.00      0.00      0.00      0.00      0.00    100.00
04:58:38 PM      30      0.00      0.00      0.00      0.00      0.00    100.00
04:58:38 PM      31      0.00      0.00      0.00      0.00      0.00    100.00
04:58:38 PM      32      0.00      0.00      0.00      0.00      0.00    100.00
04:58:38 PM      33      0.00      0.00      0.00      0.00      0.00    100.00
04:58:38 PM      34      0.00      0.00      0.00      0.00      0.00    100.00
04:58:38 PM      35      0.00      0.00      0.00      0.00      0.00    100.00
04:58:38 PM      36      0.00      0.00      0.00      0.00      0.00    100.00
04:58:38 PM      37      0.00      0.00      0.00      0.00      0.00    100.00
04:58:38 PM      38      0.00      0.00      0.00      0.00      0.00    100.00
04:58:38 PM      39      0.00      0.00      0.00      0.00      0.00    100.00
04:58:38 PM      40     41.00      0.00     59.00      0.00      0.00      0.00
04:58:38 PM      41      0.00      0.00      0.00      0.00      0.00    100.00
04:58:38 PM      42      0.00      0.00      0.00      0.00      0.00    100.00
04:58:38 PM      43      0.00      0.00      0.00      0.00      0.00    100.00
04:58:38 PM      44      0.00      0.00      0.00      0.00      0.00    100.00
04:58:38 PM      45      0.00      0.00      0.00      0.00      0.00    100.00
