Linux 5.11.0-41-generic (Niramay-Inspiron-5515) 	12/19/2021 	_x86_64_	(16 CPU)

11:58:03 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
11:58:20 AM      13      2.00      0.00      0.00      0.00      0.00     98.00
11:58:20 AM      14      3.03      0.00      0.00      0.00      0.00     96.97
11:58:20 AM      15      0.00      0.00      0.00      0.00      0.00    100.00

11:58:20 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
11:58:21 AM     all      7.26      0.00      1.63      0.00      0.00     91.11
11:58:21 AM       0      0.00      0.00     12.61      0.00      0.00     87.39
11:58:21 AM       1      0.99      0.00      0.00      0.00      0.00     99.01
11:58:21 AM       2      0.00      0.00      0.00      0.00      0.00    100.00
11:58:21 AM       3      1.03      0.00      1.03      0.00      0.00     97.94
11:58:21 AM       4      1.01      0.00      1.01      0.00      0.00     97.98
11:58:21 AM       5      0.00      0.00      2.02      0.00      0.00     97.98
11:58:21 AM       6      1.01      0.00      1.01      0.00      0.00     97.98
11:58:21 AM       7      0.00      0.00      1.01      0.00      0.00     98.99
11:58:21 AM       8      0.00      0.00      0.00      0.00      0.00    100.00
11:58:21 AM       9     99.00      0.00      1.00      0.00      0.00      0.00
11:58:21 AM      10      3.03      0.00      0.00      0.00      0.00     96.97
11:58:21 AM      11      1.00      0.00      2.00      0.00      0.00     97.00
11:58:21 AM      12      4.00      0.00      1.00      0.00      0.00     95.00
11:58:21 AM      13      0.00      0.00      0.00      0.00      0.00    100.00
11:58:21 AM      14      2.04      0.00      0.00      0.00      0.00     97.96
11:58:21 AM      15      3.03      0.00      2.02      0.00      0.00     94.95

11:58:21 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
11:58:22 AM     all      6.58      0.00      1.07      0.13      0.00     92.23
11:58:22 AM       0      1.92      0.00      4.81      0.00      0.00     93.27
11:58:22 AM       1      0.00      0.00      0.00      0.00      0.00    100.00
11:58:22 AM       2      1.00      0.00      1.00      0.00      0.00     98.00
11:58:22 AM       3      1.01      0.00      1.01      0.00      0.00     97.98
11:58:22 AM       4      0.00      0.00      0.00      0.00      0.00    100.00
11:58:22 AM       5      0.00      0.00      0.00      0.00      0.00    100.00
11:58:22 AM       6      1.98      0.00      0.99      1.98      0.00     95.05
11:58:22 AM       7      0.00      0.00      0.00      0.00      0.00    100.00
11:58:22 AM       8      0.00      0.00      0.00      0.00      0.00    100.00
11:58:22 AM       9     93.00      0.00      7.00      0.00      0.00      0.00
11:58:22 AM      10      0.00      0.00      1.01      0.00      0.00     98.99
11:58:22 AM      11      1.00      0.00      0.00      0.00      0.00     99.00
11:58:22 AM      12      1.02      0.00      1.02      0.00      0.00     97.96
11:58:22 AM      13      0.00      0.00      0.00      0.00      0.00    100.00
11:58:22 AM      14      3.03      0.00      0.00      0.00      0.00     96.97
11:58:22 AM      15      1.01      0.00      0.00      0.00      0.00     98.99

11:58:22 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
11:58:23 AM     all     10.14      0.00      2.44      0.00      0.00     87.42
11:58:23 AM       0      9.65      0.00     15.79      0.00      0.00     74.56
11:58:23 AM       1      0.00      0.00      2.02      0.00      0.00     97.98
11:58:23 AM       2      7.22      0.00      3.09      0.00      0.00     89.69
11:58:23 AM       3      2.04      0.00      1.02      0.00      0.00     96.94
11:58:23 AM       4      6.12      0.00      3.06      0.00      0.00     90.82
11:58:23 AM       5      1.02      0.00      1.02      0.00      0.00     97.96
11:58:23 AM       6     14.29      0.00      4.08      0.00      0.00     81.63
11:58:23 AM       7      1.01      0.00      1.01      0.00      0.00     97.98
11:58:23 AM       8      0.00      0.00      0.00      0.00      0.00    100.00
11:58:23 AM       9    100.00      0.00      0.00      0.00      0.00      0.00
11:58:23 AM      10      2.02      0.00      1.01      0.00      0.00     96.97
11:58:23 AM      11      0.00      0.00      0.00      0.00      0.00    100.00
11:58:23 AM      12      6.00      0.00      1.00      0.00      0.00     93.00
11:58:23 AM      13      6.93      0.00      0.00      0.00      0.00     93.07
11:58:23 AM      14      4.08      0.00      2.04      0.00      0.00     93.88
11:58:23 AM      15      1.00      0.00      2.00      0.00      0.00     97.00

11:58:23 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
11:58:24 AM     all      9.95      0.00      2.99      0.00      0.00     87.06
11:58:24 AM       0      2.54      0.00     20.34      0.00      0.00     77.12
11:58:24 AM       1      0.97      0.00      2.91      0.00      0.00     96.12
11:58:24 AM       2      4.17      0.00      1.04      0.00      0.00     94.79
11:58:24 AM       3      4.00      0.00      1.00      0.00      0.00     95.00
11:58:24 AM       4      5.26      0.00      1.05      0.00      0.00     93.68
11:58:24 AM       5      2.00      0.00      5.00      0.00      0.00     93.00
11:58:24 AM       6      6.12      0.00      4.08      0.00      0.00     89.80
11:58:24 AM       7      0.00      0.00      1.02      0.00      0.00     98.98
11:58:24 AM       8     54.00      0.00      0.00      0.00      0.00     46.00
11:58:24 AM       9     46.46      0.00      0.00      0.00      0.00     53.54
11:58:24 AM      10      2.00      0.00      2.00      0.00      0.00     96.00
11:58:24 AM      11      2.97      0.00      0.99      0.00      0.00     96.04
11:58:24 AM      12      2.04      0.00      1.02      0.00      0.00     96.94
11:58:24 AM      13      3.00      0.00      1.00      0.00      0.00     96.00
11:58:24 AM      14     17.31      0.00      2.88      0.00      0.00     79.81
11:58:24 AM      15      7.14      0.00      0.00      0.00      0.00     92.86

11:58:24 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
11:58:25 AM     all      9.55      0.00      3.08      0.06      0.00     87.31
11:58:25 AM       0      1.55      0.00     25.58      0.00      0.00     72.87
11:58:25 AM       1      0.97      0.00      2.91      0.00      0.00     96.12
11:58:25 AM       2      6.12      0.00      1.02      0.00      0.00     92.86
11:58:25 AM       3      2.00      0.00      1.00      0.00      0.00     97.00
11:58:25 AM       4      4.00      0.00      3.00      0.00      0.00     93.00
11:58:25 AM       5      2.97      0.00      1.98      0.00      0.00     95.05
11:58:25 AM       6      9.00      0.00      0.00      0.00      0.00     91.00
11:58:25 AM       7      3.00      0.00      0.00      1.00      0.00     96.00
11:58:25 AM       8     97.98      0.00      0.00      0.00      0.00      2.02
